Term,Meaning_of_term,Dialect type,Contextual_Usage_question,correct_answer
أنصلق,انْصٓلٓقْ كلمة نجدية تعني انسكب وتستخدم للتعبير عن انسكاب السوائل غالباً الماء,Central,"المهمة: اختر الجملة الأكثر مناسبة لاستخدام كلمة 'أنصلق'.
السؤال: أي من الجمل التالية يحتوي على استخدام صحيح لكلمة 'أنصلق'؟
الخيارات:
أ) البرلمان يناقش القوانين.
ب) انصلق العصير على الأرض.
ج) المدينة تتطور بسرعة.
د) السماء صافية.",ب
أنغرف,أنغرف > بمعنى اذهب او انقلع,General,"المهمة: اختر الاستخدام الصحيح لكلمة 'أنغرف' في السياق.
السؤال: أي من الجمل التالية تستخدم كلمة 'أنغرف' بشكل صحيح؟
الخيارات:
أ) أنا أحب أنغرف مع أصدقائي
ب) إذا كنت مشغول، أنغرف الآن
ج) قدر الإمكان، دعني أنغرف في الصباح
د) كان الوقت متأخراً، لذا أنغرف.",ب
أنفهدز,تستعمل لأمر شخصا ما بالتراجع للخلف وحرف الدال والزاي بديل لحرف القاف بالاساس اي ( انفهق ) وانفهق مشتقه من الفهقه اي التأجيل او التأخير ومنها ايضا الامر ( افهق او افهقها ) اي اعد او اعدها للخلف .,Central,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'أنفهدز' بشكل صحيح.
السؤال: أي الجمل التالية تبدو صحيحة مع استخدام كلمة 'أنفهدز'؟
الخيارات:
أ) أنفهدز وراك.
ب) أنفهدز اليوم.
ج) أنفهدز إلى المدرسة.
د) أنفهدز مع أصدقائك.",أ
أنقُز,أنقز للذكر بمعنى : أقفز . أنقزي للأنثى بمعنى : أقفزي .,Western,"المهمة: اختر الجملة التي تحتوي على الاستخدام الصحيح لكلمة 'أنقُز'.
السؤال: أي من الجمل التالية تستخدم كلمة 'أنقُز' بشكل صحيح؟
الخيارات:
أ) أنقزت السيارة بسرعة
ب) لا تنقز على السرير
ج) أنقزت الطائرة في السماء
د) أنقزت الجمل في الصحراء",ب
أَنكَتِم,كف عن الكلام,Southern,"المهمة: اختر الجملة التي تستخدم كلمة 'أَنكَتِم' بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على الاستخدام الصحيح لكلمة 'أَنكَتِم'؟
الخيارات:
أ) انكتم يا واد
ب) انكتم في سيري
ج) انكتم لدى الحديث
د) انكتم طوال الوقت",أ
أنهج,تعني اسرع او استعجل . الزوج يقول لزوجتة انهجي علي خل نروح بدري ) وتستعمل غالبا في منطقة سدير والقصيم,Northern,"المهمة: اختر الجملة التي تستخدم الكلمة بشكل صحيح.
السؤال: أي من الجمل التالية يستخدم 'أنهج' بشكل صحيح؟
الخيارات:
أ) علينا أن ننهج للدوام
ب) عليهم أن يأكلوا في المطعم
ج) نحب أن نلعب في الحديقة
د) يجب أن ندرس جيداً",أ
أوخّو,نام (للاطفال),Western,"المهمة: حدد الاستخدام الصحيح لكلمة 'أوخّو' في الجملة.
السؤال: ما هي الجملة الصحيحة التي تستخدم فيها كلمة 'أوخّو'؟
الخيارات:
أ) يعجبني أوخو في الليل.
ب) السيارة سريعة في أوخو.
ج) يوجد أوخو عندما يكون الجو هادئاً.
د) نحتاج لنذهب أوخو الآن.",د
مبزره,تقال عند تصرف اي شخصاً كان متصرفا تصرف صغار,Western,"المهمة: اختر الجملة الصحيحة التي تحتوي على كلمة 'مبزره'.
السؤال: أي من الجمل التالية تستخدم كلمة 'مبزره' بشكل صحيح؟
الخيارات:
أ) شغل المبزره ذا.
ب) تصرفت بشكل مبزره.
ج) هذه القصة مبزره.
د) الأجواء هنا مبزره.",أ
أولاه,"أولاه! مصطلح يعني ""أرجوك""",Central,"المهمة: اختر الجملة التي تحتوي على الاستخدام الصحيح لكلمة 'أولاه'.
السؤال: أي من الجمل التالية تستخدم 'أولاه' بشكل صحيح؟
الخيارات:
أ) أولاه تعال هنا
ب) أنا جوعان
ج) وين تروح؟
د) الشمس مشرقة",أ
أي ساد,هي كلمه تعني لآمشكله لدي في ذللك و تستخدم في التهديد أو القبول ل شيء وهي كلمه حساويه,Eastern,"المهمة: حدد الاستخدام الصحيح لكلمة 'أي ساد' في السياق.
السؤال: كيف يمكن استخدام كلمة 'أي ساد' في المحادثة؟
الخيارات:
أ) عندما يكون لديك مشكلة
ب) لاستسلام أو قبول شيء
ج) للعرض على المساعدة
د) لنقد شيء ما",ب
أيوا (أيوه),"أيوا (أيواه) تستخدم بكثرة في اللهجات الدارجة. وتتكون من شقين الأول ""أي"" و معناها ""بمعنى"" وتستخدم للتفسير عن شيء وإذا جائت بالكسر ""إي"" عادة تلحق بالحلف والقسم مثل ""إي والله"". الشق الثاني ""واه"" وهو من أسماء الأفعال ويعني ""أتعجب"". جمعت الكلمين في كلمة عن طريق ما يسمى النحت فصارت أيواه أو أيوا. نلاحظ ان الهاء تحذف في أوقات كثيرة للتخفيف. أيوا تأتي في معاني متعددة مثل أتعجب أو بمعنى نعم والموافقة.",Western,"المهمة: اختر الاستخدام الصحيح لكلمة 'أيوا'.
السؤال: أي من الجمل التالية يستخدم فيها كلمة 'أيوا' بشكل صحيح؟
الخيارات:
أ) أيوا، الجو حار اليوم.
ب) أيوا؟ ماذا تفعل؟
ج) هل ترى أيوا هناك؟
د) أيوا، لم أشاهد فيلم البارحة.",ب
مُبّطِي,مبطي تعني منذ زمن ( من زمان ),Central,"المهمة: اختر الجملة التي تحتوي على الاستخدام الصحيح لكلمة 'مُبّطِي'.
السؤال: أي من الجمل التالية يستخدم كلمة 'مُبّطِي' بشكل صحيح؟
الخيارات:
أ) أنا مبطي أدرس
ب) لقد مضى على هذا الأمر مبطي
ج) نذهب مبطي إلى السوق
د) سأنهيها مبطي",ب
إحلته,كلمة نجدية تعني ارمِه أو ألقه,Central,"المهمة: اختر الجملة المناسبة التي توضح استخدام كلمة 'إحلته'.
السؤال: أي من الجمل التالية تستخدم 'إحلته' بشكل صحيح؟
الخيارات:
أ) نحتاج أن إحلته جنب الحائط.
ب) هل يمكنك إحلته بعيداً؟
ج) إحلته كانت مهمة.
د) أحبه دائما.",ب
إرتكز,تعني أقعد ، و تستخدم هذه الكلمة بين العائلات المكاوية عادة,Western,"المهمة: اختر الجملة التي تستخدم الكلمة بطريقة صحيحة.
السؤال: أي من الجمل التالية تستخدم كلمة 'إرتكز' بشكل صحيح؟
الخيارات:
أ) إرتكز وأنا جالس في السيارة
ب) إرتكز تحت الشجرة
ج) إرتكز عند المسجد
د) إرتكز يا ولدي",د
إركد,يعني اذا كان الشخص يدور ولا يجلس يقولون اركد اي اجلس او لاتتحرك كثيرا,General,"المهمة: اختر الاستخدام الصحيح للجملة.
السؤال: في أي سياق يمكن استخدام كلمة 'إركد'؟
الخيارات:
أ) في حديث عن الجري
ب) في حديث عن الانتظار
ج) في حديث عن الاسترخاء
د) في حديث عن الحركة المفرطة",د
إزحط,ازحط بمعنى افسح لي وهي تستخدم في قبائل جهينة الموجوده في شمال السعوديه من جهة الغرب,Northern,"المهمة: اختر الجملة الأكثر استخداماً لتمثيل الكلمة 'إزحط'.
السؤال: أي الجمل التالية تستخدم كلمة 'إزحط' بشكل صحيح؟
الخيارات:
أ) إزحط لي ياعواد
ب) إزحط لكاتب القصة
ج) إزحط في السوق
د) إزحط للنزهة",أ
إشْبَح,إشْبَح : انظر,Southern,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'إشْبَح' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'إشْبَح' بشكل صحيح؟
الخيارات:
أ) أنا أذهب إلى المدرسة.
ب) إشْبَح بالنافذة، سترى الطيور.
ج) يجب أن تأكل في الصباح.
د) هل تحب اللعب؟",ب
إشقح ( الأحساء ),اقفز على الحاجز,Central,"المهمة: فهم استخدام الكلمة في جملة.
السؤال: في أي سياق يمكن استخدام كلمة 'إشقح'؟
الخيارات:
أ) للتشجيع على القفز فوق العقبات
ب) للتعبير عن الاسترخاء
ج) للإشارة إلى أخذ استراحة
د) للتعبير عن الخوف",أ
إشِّكْلو,كلمة يطلقها الشخص عندما لا يفهم ما يقوله الطرف الآخر و تطلق أيضا عند سماع عبارة غريبة أو غامضة من الطرف الآخر و يقصد مطلق هذه العبارة في العادة الطلب من الطرف الآخر توضيح ماذا يقصد,Western,"المهمة: حدد الاستخدام الصحيح لكلمة 'إشِّكْلو' في السياق.
السؤال: في أي المواقف يمكن استخدام كلمة 'إشِّكْلو'؟
الخيارات:
أ) عند طلب مساعدة في الدراسة
ب) عند وجود حوار غامض
ج) عند الحديث عن الطقس
د) عند الإعجاب بشيء",ب
إشّيكلُو,تقال للاستغراب,Western,"المهمة: اختر الجملة التي تعبر عن استخدام كلمة 'إشّيكلُو' بشكل صحيح.
السؤال: أي من الجمل التالية تحتوي على استخدام صحيح لكلمة 'إشّيكلُو'؟
الخيارات:
أ) أنا جائع مرة!
ب) شفت السيارة الجديدة؟ - إشيكلو!
ج) أبو محمد يضحك دايمًا.
د) كم الساعة الآن؟",ب
إفحز,افحز تأتي بمعنى : أزِح . أي افسح المكان ليجلس احد . ( لا تأتي إلا دلالةً على مكان الجلوس),Central,"المهمة: اختر الجملة التي تستخدم فيها كلمة 'إفحز' بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم كلمة 'إفحز' بشكل صحيح؟
الخيارات:
أ) إفحز علي الكرسي.
ب) إفحز زين.
ج) إفحز شوي.
د) إفحز في الشارع.",ج
