Term,Meaning_of_term,Dialect type,True_False_question,correct_answer
إنقلع,تعني أغرب عن وجهي .,General,"المهمة: حدد صحة العبارة التالية.
السؤال: 'إنقلع' تعني اقترب مني.
الخيارات:
أ) صحيح
ب) خطأ",ب
إيت,تعال. هذا المصطلح من منطقة حائل.,Northern,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'إيت' تعني 'اذهب'.
الخيارات:
أ) صحيح
ب) خطأ",ب
مسفح,يعني طاير في العجة وهو ماعنده ماعند جدتي يعني بالعربي الفصيح من جنب العارضة,Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'مسفح' تعني الشخص الذي يمتلك الكثير من المعرفة.
الخيارات:
أ) صحيح
ب) خاطئ",ب
إيوة,بمعنى (نعم),Southern,"المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'إيوة' تعني (لا) باللغة العربية الفصحى.
الخيارات:
أ) صحيح
ب) خطأ",ب
كلبوهم.,كلبوهم: أي جميعهم. ملاحظة: الكلمة تعرضت لظاهرة النحت. وأصلها كل أبوهم.,General,"المهمة: قيّم مدى صحة العبارة:
السؤال: عبارة 'كلبوهم' تعني بعضهم.
الخيارات:
أ) صحيح
ب) خطأ",ب
ابزم,اسكت,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'ابزم' تعني 'تحدث' في اللهجة السعودية.
الخيارات:
أ) صحيح
ب) خاطئ",ب
ابك,هو مصطلح ل قبيلتي عنزه و عتيبة و تعني انصت و استمع ولكن من قلة الادب ان تقولها ل من هم اكبر منك سناً,Central,"المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: يمكن استخدام كلمة 'ابك' مع الأشخاص الأكبر سناً.
الخيارات:
أ) صحيح
ب) خطأ",ب
ابلش,أَبْلَشْ : أزعج و أضجر وأصبح كالشوكة في الحلق,Northern,"المهمة: حدد صحة العبارة التالية.
السؤال: كلمة 'ابلش' تعني 'تسبب في راحة'.
الخيارات:
أ) صحيح
ب) خطأ",ب
ابلع,كلمة تختصر الفرحة عن الفوز,Central,"المهمة: حدد صحة العبارة حول كلمة 'ابلع'.
السؤال: كلمة 'ابلع' تستخدم للإشارة إلى التوتر.
الخيارات:
أ) صحيح
ب) خطأ",ب
عذروب,تعني العيب أو النقص في الشيء الجمع عذاريب,Central,"المهمة: اقرأ الجملة التالية وقرر إذا كانت صحيحة أم خاطئة.
السؤال: يستخدم المصطلح 'عذروب' لوصف شيء كامل.
الخيارات:
أ) صحيح
ب) خطأ",ب
اتمرمط,شخص تعب من كثرة العمل الفوق الطبيعي,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أو خاطئة.
السؤال: العبارة التالية صحيحة: 'كلمة 'اتمرمط' تعني شخص مرتاح'.
الخيارات:
أ) صحيح
ب) خطأ",ب
ابونا,زوجي او رجلي او ابو عيالي.,General,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: كلمة 'ابونا' تعني والد العائلة.
الخيارات:
أ) صحيح
ب) خاطئ
الإجابة الصحيحة:",
عانيه,تعني هذا هو,Southern,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'عانيه' تستخدم فقط في منطقة نجد.
الخيارات:
أ) صحيح
ب) خطأ",ب
اتعربش,تسلق,Southern,"المهمة: حدد صحة العبارة التالية.
السؤال: كلمة 'اتعربش' تستخدم للدلالة على الهدوء.
الخيارات:
أ) صحيح
ب) خطأ",ب
اتلحلح,لحلح الشيئ اي ازاحه من مكانه الثابت,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: تعني 'اتلحلح' إزاحة الشيء من مكانه الثابت.
الخيارات:
أ) صحيح
ب) خاطئ",أ
اتمردغ,اتمردغ يعني تببهذل واتمرمط واتلطش,Southern,"المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'اتمردغ' تعني 'استرخى في مكانه'.
الخيارات:
أ) صحيح
ب) خطأ",ب
طحش,طحش معناها الشخص السمين (الهرش),Central,"المهمة: احكم على العبارة التالية.
السؤال: كلمة 'طحش' تعني الشخص النحيف.
الخيارات:
أ) صح
ب) خطأ",ب
ارحب,تقال للترحيب بالشخص,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'أرحب' تستخدم للتعبير عن الوداع.
الخيارات:
أ) صحيح
ب) خاطئ",ب
اثره,(اثره) كلمه تعني صار او لكنه,Central,"المهمة: حدد إذا كانت العبارة صحيحة أو خاطئة.
السؤال: العبارة 'اثره تعني انكسر' هي صحيحة.
الخيارات:
أ) صحيح
ب) خطأ",ب
اجادي,أجادى= اركز على الهدف لأصابته بدقة (فى رمى الحجر او النبل),Southern,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'اجادي' تعني التركيز على شيء غير مهم.
الخيارات:
أ) صحيح
ب) خاطئ",ب
اجغده,"اجغده: هي كلمة تعني الحقه بسرعة، ومشتقة من الفعل ""جغد"" وهو يعني الركض تستعمل الكلمة في نجد النائية، وتكاد لا توجد في المدن",Central,"المهمة: حدد ما إذا كانت العبارة صحيحة أو خاطئة.
السؤال: كلمة 'اجغده' تعني اخترها ببطء.
الخيارات:
أ) صحيح
ب) خطأ",ب
اجغفه,اي يقبل,Central,"المهمة: اقرأ الجملة وحدد ما إذا كانت صحيحة أم خاطئة.
السؤال: كلمة 'اجغفه' تعني 'يشكر'.
الخيارات:
أ) صحيح
ب) خطأ",ب
اجغفها,ان يحضن الشخص بقوة,Central,"المهمة: تحديد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: عبارة 'اجغفها' تعني أن يحضن الشخص برفق.
الخيارات:
أ) صحيح
ب) خطأ",ب
اجفى,اجْفَى للولد اجْفِي للبنت وكل الكلمتان تعني انتظر,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'اجفى' تعني 'اذهب' في اللهجة السعودية.
الخيارات:
أ) صحيح
ب) خاطئ",ب
اجمح,اركض بشدة,Central,"المهمة: حدد إذا كانت العبارة صحيحة أم خطأ.
السؤال: العبارة التالية صحيحة: 'كلمة 'اجمح' تعني اركض بهدوء.'
الخيارات:
أ) صحيح
ب) خطأ",ب
اجنده,اَجِنْدَة ، اجندات كلمة إنݠليزية الاصل : agenda اجنده تعني: -جدول اعمال -قائمة من الاهداف او المشاريع. تستخدم مجازياً على الافلام التي تحتوي على افكار ومفاهيم مدفوعة سياسيًا لتحقيق اهداف معينة(غالبا ما تكون اهداف الحزب اليساري الامريكي، حقوق المثليين والنسويات، والاشتراكية الاقتصادية),General,"المهمة: قراءة العبارات التالية وتحديد ما إذا كانت صحيحة أم خاطئة.
السؤال: تستخدم كلمة 'اجنده' فقط في سياقات سياسية.
الخيارات:
أ) صحيح
ب) خاطئ",ب
احبش,بمعنى احبك وتقال للمرأه,Southern,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة.
السؤال: كلمة 'احبش' تستخدم للتعبير عن الحب بين الرجال.
الخيارات:
أ) صحيح
ب) غير صحيح",ب
احثاه,احثاه بمعنى اتركه . سيبه . دعه,General,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'احثاه' تعني 'سيبه' في اللهجة السعودية.
الخيارات:
أ) صحيحة
ب) خاطئة",أ
اححه,اححه: اما تعبر للصدمة,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'اححه' تستخدم للتعبير عن الفرح.
الخيارات:
أ) صحيح
ب) خاطئ",ب
البلاط,الأرضيه عندما يكون عليها رخام ,General,"المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: البلاط هو نوع من أنواع الخبز.
الخيارات:
أ) صحيح
ب) خطأ",ب
اخصر,بمعنى (طنش),Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'اخصر' تعني 'انتبه' في اللهجة الحجازية.
الخيارات:
أ) صحيح
ب) خاطئ",ب
اخص,كلمة تقال عند التعجب من شيء ما,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: تستخدم كلمة 'اخص' للتعبير عن التعجب.
الخيارات:
أ) صحيح
ب) خاطئ",أ
اخمر,اخمر اسوكت,Central,"المهمة: حدد ما إذا كانت العبارة التالية صحيحة أو خاطئة.
السؤال: كلمة 'اخمر' تعني 'التحدث' باللهجة النجدية.
الخيارات:
أ) صحيح
ب) خطأ",ب
ادعس,معناها اسرع ونادر الناس يعرفونها,General,"المهمة: حدد ما إذا كانت الجملة صحيحة أم خاطئة.
السؤال: الكلمة 'ادعس' تعني غادر.
الخيارات:
أ) صحيح
ب) خطأ",ب
ادغمة,ادغمة انتشار الدسم حول الفم بعد الأكل وهناك أناس يختلف اللون الذي حول أفواههم عن لون وجوههم فكلاهما يُسمى ادغمة,General,"المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة: كلمة 'ادغمة' تعني انتشار الدسم حول الفم بعد الأكل.
الخيارات:
أ) صحيح
ب) خطأ",أ
ادّهار,إدَّهَر ، يِدَّهِر ، إدِّهَار ، تِتْدَّهِر وهي تعني أخذ الامور الى اقصاها. وكانت تعني في السابق الاخذ بالعزيمه الى اقصاها لإنهاء الهدف حتى لو كلفنا الامر دهرًا. وهي كلمة شائعه في مدينة الطائف,Western,"المهمة: اقرأ الجملة التالية وحدد إذا كانت صحيحة أم خاطئة.
السؤال: كلمة 'ادّهار' تعني الاستراحة والسكينة.
الخيارات:
أ) صحيح
ب) خطأ",ب
ادهر,تعني خذ الامر الى اقصاه.,Western,"المهمة: قيم العبارة التالية: 'ادهر تعني اختصار الأمور.'
السؤال: هل العبارة صحيحة أم خاطئة؟
الخيارات:
أ) صحيحة
ب) خاطئة",ب
ادودتنا,بمعنى اقرفتنا وهي من كلمة دودة والمعروف عنها القرف والوساخة ايضا ادودت بنا ، ادودتبتا ، ادودتوبتا ، ادودوبنا,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: كلمة 'ادودتنا' تعني أننا أحببنا الشخص.
الخيارات:
أ) صحيح
ب) خطأ",ب
اديلو,اعطيه,Western,"المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: تُستخدم كلمة 'اديلو' في اللهجة السعوديّة بمعنى 'أعطيه'.
الخيارات:
أ) صحيح
ب) خطأ",أ
