Term,Meaning_of_term,Dialect type,Contextual_Usage_question,correct_answer
أبو جلمبو,"هو نوع من انواع الفواصل بالبحر ويسمى ""السرطان""",Western,"### نوع السؤال: الاستخدام السياقي 
المهمة: اختر الإجابة الصحيحة. 
السؤال: اختر الجملة التي تحتوي على كلمة ""أبو جلمبو"" بشكل صحيح. 
الخيارات: 
A) ذهبنا إلى السوق لنشتري ""أبو جلمبو"". 
B) هذا هو السرطان ""أبو جلمبو"". 
C) طلبت من الطباخ أن يحضر ""أبو جلمبو"" طبقاً. 
D) كان لدي اجتماع مع ""أبو جلمبو"".",B
السيف الأملح,هو سيف حاد للغاية يستخدم في القصاص,General,"المهمة: اختر الوضع الذي يمكن أن يتم فيه استخدام 'السيف الأملح'.
السؤال: في أي سياق يُفضل استخدام 'السيف الأملح'؟
الخيارات:
أ) في عرس
ب) عند الدفاع عن النفس
ج) في منافسة رياضية
د) في حفل تكريم",ب
الشحوم ترطرط,تقال وصف للشخص السمين والمليان بالشحم واللحم,General,"المهمة: اختر الجملة التي يتم فيها استخدام العبارة بشكل صحيح.
السؤال: أي من الجمل التالية تستخدم عبارة 'الشحوم ترطرط' بشكل صحيح؟
الخيارات:
أ) محمد لاعب كرة سلة، والحمد لله ما هو شحيم.
ب) كل الناس يقولون إن حمد يحب يأكل، فعلاً الشحوم ترطرط عليه.
ج) سارة تحب الرياضة وتتناول طعام صحي.
د) أحمد دائمًا يمشي في الحديقة.",ب
الصحن اللي تكررت عليه الملاعق اتركه وارقد جوعان,مثل يقال عندما يفوتك الحصاد وتريد ان تترفع عنه بكرامة,General,"المهمة: اختر الجملة التي توضح الاستخدام الصحيح للعبارة.
السؤال: أي من الجمل التالية يُظهر استخدام العبارة 'الصحن اللي تكررت عليه الملاعق اتركه وارقد جوعان' بشكل صحيح؟
الخيارات:
أ) لم أحصل على ما أريد في العيد، ولذلك قررت أن أقول 'الصحن اللي تكررت عليه الملاعق اتركه وارقد جوعان'.
ب) ذهبت إلى المطعم، وأكلت حتى شبعت.
ج) عندما نظرت للطعام، شعرت بالجوع.
د) اشتريت الكثير من الفواكه.",أ
العازه لزازه,بمعنى اذا احتجتني بتضطر انك تجي,Western,"المهمة: اختر الاستخدام الصحيح للعبارة.
السؤال: في أي سياق يمكن استخدام عبارة 'العازه لزازه'؟
الخيارات:
أ) عندما يعرض شخص عليك مساعدة
ب) عندما تشعر بالوحدة
ج) عندما يطلب أحد مساعدتك بشكل عاجل
د) عندما ترغب في الاعتذار",ج
الفقعسي والله,مسموعة في الزلفي وتعني استحالة تحقيق أمرك ومطلبك أو الشأن الذي يخاض به.,Central,"المهمة: اختر الاستخدام الأنسب لعبارة 'الفقعسي والله' في السياق.
السؤال: كيف يمكن استخدام عبارة 'الفقعسي والله' في المحادثة؟
الخيارات:
أ) عندما تسأل عن الرزق
ب) عندما تريد الاعتذار
ج) عندما تخبر شخصًا أن تحقيق حلمه صعب
د) عندما تعبر عن فرحتك",ج
وش موزيك, باللهجة الحايليه معناها من الذي أمرك,Northern,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (وش موزيك) استخدامًا صحيحًا؟
الخيارات:
أ) وش موزيك تسلم علينا
ب) وش موزيك تسوي كذا بدون ما تسأل
ج) وش موزيك في بداية الحفل
د) وش موزيك عند توديع الضيوف",ب
أنت القعدة,تعني اخر العنقود من الذكور.,Central,"المهمة: اختر السياق المناسبعبارة 'أنت القعدة'.
السؤال: في أي سياق يمكن استخدام عبارة 'أنت القعدة'؟
الخيارات:
أ) في مناسبة رسمية.
ب) في تجمع عائلي.
ج) في اجتماع عمل.
د) في دراسة أكاديمية.",ب
على طبطابي,يعني على مزاجي او على كيفي,Western,"المهمة: اختر الخيار الأفضل الذي يعبر عن استخدام التعبير في سياق مناسب.
السؤال: أي الجمل التالية تستخدم عبارة (على طبطابي) استخدامًا صحيحًا؟
الخيارات:
أ) بسويها على طبطابي لو تأخرت
ب) على طبطابي في الخطاب الرسمي
ج) على طبطابي أثناء قراءة التقرير
د) على طبطابي عند تقديم الاعتذار",أ
الكلام اللي يجمد على الشارب,العرب الأوائل كان الشنب عندهم مهم جدا لدرجة إنهم ما يقصون منه ولا شعره عكس اللحية وهذا موجود إلى فترة قريبة في شمال الجزيرة العربية وبعض الدول العربية فإذا أراد الرجل أن يؤكد كلامه وأنه مستحيل إنه يغيره قال ( الكلام اللي يجمد على الشارب ) كناية عن الثبات على القول . . لأن شعر الشنب لا يقص أبدا .,Northern,"المهمة: اختر السياق الذي يمكن استخدام العبارة فيه.
السؤال: في أي موقف يمكن أن تستخدم عبارة 'الكلام اللي يجمد على الشارب'؟
الخيارات:
أ) عند التفاوض على عمل
ب) عند إدارة النقاشات
ج) عند تأكيد موقفك في قضية مهمة
د) عند النقاشات العائلية
الإجابة الصحيحة:",
والله منتب سهل,تقال عند الإعجاب بذكاء شخص أو دهائه، أو للتعجب من قدرته على القيام بشيء ما,General,"المهمة: اختر الجواب الذي يناسب السياق.
السؤال: متى يكون من المناسب أن تقول ""والله منتب سهل""؟
الخيارات:
أ) عندما ترى شخصًا يحل مشكلة بسرعة وبذكاء
ب) عندما يفشل أحد في مهمة
ج) عندما تقابل شخص لأول مرة
د) عند حضور مناسبة رسمية",أ
الله الله,"تعبر هذه العبارة عن موافقة القائل لما قيل قبل قليل. و يمكن تعويضها بقوله ""صدقت"" أو ""فعلاً. هذا صحيح""",General,"المهمة: اختر الجملة المناسبة التي تستخدم فيها عبارة 'الله الله'.
السؤال: في أي سياق يمكن أن تستخدم عبارة 'الله الله'؟
الخيارات:
أ) عندما تقول أن الطقس جميل
ب) عندما تتفق مع شخص ما
ج) عندما تتحدث عن مباراة
د) عندما تمطر",ب
الله لا يعوق بشر,تعني أي أن شاء الله تسير الأمور بخير,General,"المهمة: اختر السياق المناسب لاستخدام العبارة.
السؤال: في أي سياق يمكن استخدام عبارة 'الله لا يعوق بشر'؟
الخيارات:
أ) عندما نتحدث عن الأمور الجيدة
ب) عند الحديث عن الفشل
ج) عندما نصطدم بعقبة
د) في مناقشة الأمور المالية",أ
الله يحزنا خير,الله يحزنا خير تعني الله يوجهنا للخير,General,"المهمة: حدد السياق الأنسب لاستخدام العبارة.
السؤال: أين يمكن استخدام عبارة 'الله يحزنا خير' بشكل دوري؟
الخيارات:
أ) في مجلس تعزية
ب) في مجلس اجتماع عائلي
ج) في حوار عن المشاكل المالية
د) في حديث عن الكرم",أ
أرفعه قب,بضم القاف و تسكين الباء وتأتي هذه العبارة بمعنى اسحب عليه أو طنشه,Western,"المهمة: حدد الاستخدام الصحيح للعبارة 'أرفعه قب' في السياق.
السؤال: في أي سياق يمكن أن تُستخدم عبارة 'أرفعه قب'؟
الخيارات:
أ) عندما تسأل عن صحة شخص
ب) عندما تتحدث عن إهمال شخص
ج) عندما تتحدث عن العودة لمكان
د) عندما تحث على سلوك جيد",ب
الله يسبقبي,الرد على عبارة الله يطعني وتعني أنه يتمنى أن يأخذ الألم والمصيبة أولا وهي قريبة من معنى الله يجعل يومي قبل يومك,Southern,"المهمة: اختر الجملة المناسبة التي تستخدم فيها العبارة.
السؤال: أي من هذه الجمل تُستخدم فيها عبارة 'الله يسبقبي'؟
الخيارات:
أ) عندما يتحدث شخص عن مصيبة ستحل
ب) عند طلب المساعدة
ج) أثناء الاحتفال
د) في المحادثات اليومية",أ
اللهم اجعل هذا البلد آمنا,"دعاء مأخوذ من آية في القران سورة البقرة آية ""وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ اجْعَلْ هَٰذَا بَلَدًا آمِنًا وَارْزُقْ أَهْلَهُ مِنَ الثَّمَرَاتِ"" في المناسبات الوطنية (مثل اليوم الوطني) يكرر المتدينون هذا الدعاء بدلا من التهنئة لأنهم مقتنعون أن الاحتفالات وتبادل التهاني بدعة ولا تجوز, وحتى لا يتهمون أنهم خوارج أو معارضين للدولة يقولون هذا الدعاء في تويتر والإعلام وواتساب إلخ أيضا الدعاء يستعمل كنوع من إعلان التضامن مع الدولة واستنكار الأعمال الإرهابية.",General,"المهمة: حدد الاستخدام السياقي الصحيح للدعاء.
السؤال: في أي مناسبة يُستخدم عادةً الدعاء 'اللهم اجعل هذا البلد آمنا'؟
الخيارات:
أ) الأعياد
ب) اليوم الوطني
ج) الزواج
د) التعازي",ب
